country,code,year,share_animal_protein,gdp,population,name,four_regions,eight_regions,six_regions,members_oecd_g77,Latitude,Longitude,UN member since,World bank region,World bank income group 2017
Senegal,sen,2008,2.774907749,2110,11787123,Senegal,africa,africa_sub_saharan,sub_saharan_africa,g77,14.5,-14.25,28/9/1960,Sub-Saharan Africa,Low income
Senegal,sen,2009,2.861815209,2105,12106865,Senegal,africa,africa_sub_saharan,sub_saharan_africa,g77,14.5,-14.25,28/9/1960,Sub-Saharan Africa,Low income
Senegal,sen,2010,2.646406571,2139,12433728,Senegal,africa,africa_sub_saharan,sub_saharan_africa,g77,14.5,-14.25,28/9/1960,Sub-Saharan Africa,Low income
Senegal,sen,2011,2.584843493,2123,12767556,Senegal,africa,africa_sub_saharan,sub_saharan_africa,g77,14.5,-14.25,28/9/1960,Sub-Saharan Africa,Low income
Senegal,sen,2012,2.642652476,2163,13107945,Senegal,africa,africa_sub_saharan,sub_saharan_africa,g77,14.5,-14.25,28/9/1960,Sub-Saharan Africa,Low income
Senegal,sen,2013,2.483713355,2185,13454191,Senegal,africa,africa_sub_saharan,sub_saharan_africa,g77,14.5,-14.25,28/9/1960,Sub-Saharan Africa,Low income
Serbia,srb,2006,5.067636364,11046,9835841,Serbia,europe,europe_east,europe_central_asia,others,44.81892,20.45998,1/11/2000,Europe & Central Asia,Upper middle income
Serbia,srb,2007,5.43109801,11753,9832994,Serbia,europe,europe_east,europe_central_asia,others,44.81892,20.45998,1/11/2000,Europe & Central Asia,Upper middle income
Serbia,srb,2008,5.456282145,12440,9841360,Serbia,europe,europe_east,europe_central_asia,others,44.81892,20.45998,1/11/2000,Europe & Central Asia,Upper middle income
Serbia,srb,2009,5.231884058,12094,9851440,Serbia,europe,europe_east,europe_central_asia,others,44.81892,20.45998,1/11/2000,Europe & Central Asia,Upper middle income
Serbia,srb,2010,5.484036697,12228,9856222,Serbia,europe,europe_east,europe_central_asia,others,44.81892,20.45998,1/11/2000,Europe & Central Asia,Upper middle income
Serbia,srb,2011,5.51481888,12463,9853969,Serbia,europe,europe_east,europe_central_asia,others,44.81892,20.45998,1/11/2000,Europe & Central Asia,Upper middle income
Serbia,srb,2012,5.799043062,12384,9846582,Serbia,europe,europe_east,europe_central_asia,others,44.81892,20.45998,1/11/2000,Europe & Central Asia,Upper middle income
Serbia,srb,2013,5.85483871,12764,9835010,Serbia,europe,europe_east,europe_central_asia,others,44.81892,20.45998,1/11/2000,Europe & Central Asia,Upper middle income
Sierra Leone,sle,2000,1.471356784,834,4143115,Sierra Leone,africa,africa_sub_saharan,sub_saharan_africa,g77,8.5,-11.5,27/9/1961,Sub-Saharan Africa,Low income
Sierra Leone,sle,2001,1.311278195,929,4303850,Sierra Leone,africa,africa_sub_saharan,sub_saharan_africa,g77,8.5,-11.5,27/9/1961,Sub-Saharan Africa,Low income
Sierra Leone,sle,2002,1.492420538,1108,4505515,Sierra Leone,africa,africa_sub_saharan,sub_saharan_africa,g77,8.5,-11.5,27/9/1961,Sub-Saharan Africa,Low income
Sierra Leone,sle,2003,1.633858268,1162,4730020,Sierra Leone,africa,africa_sub_saharan,sub_saharan_africa,g77,8.5,-11.5,27/9/1961,Sub-Saharan Africa,Low income
Sierra Leone,sle,2004,2.09486166,1202,4952134,Sierra Leone,africa,africa_sub_saharan,sub_saharan_africa,g77,8.5,-11.5,27/9/1961,Sub-Saharan Africa,Low income
Sierra Leone,sle,2005,2.113352546,1228,5153435,Sierra Leone,africa,africa_sub_saharan,sub_saharan_africa,g77,8.5,-11.5,27/9/1961,Sub-Saharan Africa,Low income
Sierra Leone,sle,2006,2.077030162,1251,5327364,Sierra Leone,africa,africa_sub_saharan,sub_saharan_africa,g77,8.5,-11.5,27/9/1961,Sub-Saharan Africa,Low income
Sierra Leone,sle,2007,2.029170465,1324,5478289,Sierra Leone,africa,africa_sub_saharan,sub_saharan_africa,g77,8.5,-11.5,27/9/1961,Sub-Saharan Africa,Low income
Sierra Leone,sle,2008,2.641784251,1366,5612129,Sierra Leone,africa,africa_sub_saharan,sub_saharan_africa,g77,8.5,-11.5,27/9/1961,Sub-Saharan Africa,Low income
Sierra Leone,sle,2009,2.558862728,1380,5739293,Sierra Leone,africa,africa_sub_saharan,sub_saharan_africa,g77,8.5,-11.5,27/9/1961,Sub-Saharan Africa,Low income
Sierra Leone,sle,2010,2.540659341,1422,5867536,Sierra Leone,africa,africa_sub_saharan,sub_saharan_africa,g77,8.5,-11.5,27/9/1961,Sub-Saharan Africa,Low income
Sierra Leone,sle,2011,2.559314775,1479,5997486,Sierra Leone,africa,africa_sub_saharan,sub_saharan_africa,g77,8.5,-11.5,27/9/1961,Sub-Saharan Africa,Low income
Sierra Leone,sle,2012,2.606571188,1665,6126450,Sierra Leone,africa,africa_sub_saharan,sub_saharan_africa,g77,8.5,-11.5,27/9/1961,Sub-Saharan Africa,Low income
Sierra Leone,sle,2013,2.474209651,1965,6255163,Sierra Leone,africa,africa_sub_saharan,sub_saharan_africa,g77,8.5,-11.5,27/9/1961,Sub-Saharan Africa,Low income
Slovakia,svk,2000,4.838012959,13580,5404845,Slovak Republic,europe,europe_east,europe_central_asia,oecd,48.66667,19.5,19/1/1993,Europe & Central Asia,High income
Slovakia,svk,2001,4.782764811,14056,5407045,Slovak Republic,europe,europe_east,europe_central_asia,oecd,48.66667,19.5,19/1/1993,Europe & Central Asia,High income
Slovakia,svk,2002,5.09,14697,5408162,Slovak Republic,europe,europe_east,europe_central_asia,oecd,48.66667,19.5,19/1/1993,Europe & Central Asia,High income
Slovakia,svk,2003,5.108243728,15504,5409182,Slovak Republic,europe,europe_east,europe_central_asia,oecd,48.66667,19.5,19/1/1993,Europe & Central Asia,High income
Slovakia,svk,2004,4.762513312,16323,5411339,Slovak Republic,europe,europe_east,europe_central_asia,oecd,48.66667,19.5,19/1/1993,Europe & Central Asia,High income
Slovakia,svk,2005,5.323477649,17423,5415496,Slovak Republic,europe,europe_east,europe_central_asia,oecd,48.66667,19.5,19/1/1993,Europe & Central Asia,High income
Slovakia,svk,2006,5.217084363,18895,5422122,Slovak Republic,europe,europe_east,europe_central_asia,oecd,48.66667,19.5,19/1/1993,Europe & Central Asia,High income
Slovakia,svk,2007,4.798854689,20929,5430974,Slovak Republic,europe,europe_east,europe_central_asia,oecd,48.66667,19.5,19/1/1993,Europe & Central Asia,High income
Slovakia,svk,2008,4.877094972,22089,5441304,Slovak Republic,europe,europe_east,europe_central_asia,oecd,48.66667,19.5,19/1/1993,Europe & Central Asia,High income
Slovakia,svk,2009,4.972749224,20863,5451968,Slovak Republic,europe,europe_east,europe_central_asia,oecd,48.66667,19.5,19/1/1993,Europe & Central Asia,High income
Slovakia,svk,2010,4.926101695,21894,5462119,Slovak Republic,europe,europe_east,europe_central_asia,oecd,48.66667,19.5,19/1/1993,Europe & Central Asia,High income
Slovakia,svk,2011,4.946616797,22483,5471502,Slovak Republic,europe,europe_east,europe_central_asia,oecd,48.66667,19.5,19/1/1993,Europe & Central Asia,High income
Slovakia,svk,2012,4.42054464,22816,5480332,Slovak Republic,europe,europe_east,europe_central_asia,oecd,48.66667,19.5,19/1/1993,Europe & Central Asia,High income
Slovakia,svk,2013,4.748641304,23132,5488775,Slovak Republic,europe,europe_east,europe_central_asia,oecd,48.66667,19.5,19/1/1993,Europe & Central Asia,High income
Slovenia,svn,2000,7.856020942,20514,1985406,Slovenia,europe,europe_east,europe_central_asia,others,46.08333,15,22/5/1992,Europe & Central Asia,High income
Slovenia,svn,2001,7.633387889,21086,1988385,Slovenia,europe,europe_east,europe_central_asia,others,46.08333,15,22/5/1992,Europe & Central Asia,High income
Slovenia,svn,2002,7.415774099,21868,1991319,Slovenia,europe,europe_east,europe_central_asia,others,46.08333,15,22/5/1992,Europe & Central Asia,High income
Slovenia,svn,2003,7.5785416,22476,1994426,Slovenia,europe,europe_east,europe_central_asia,others,46.08333,15,22/5/1992,Europe & Central Asia,High income
Slovenia,svn,2004,7.456618113,23439,1997959,Slovenia,europe,europe_east,europe_central_asia,others,46.08333,15,22/5/1992,Europe & Central Asia,High income
Slovenia,svn,2005,7.6444155,24335,2002084,Slovenia,europe,europe_east,europe_central_asia,others,46.08333,15,22/5/1992,Europe & Central Asia,High income
Slovenia,svn,2006,7.28974359,25629,2006903,Slovenia,europe,europe_east,europe_central_asia,others,46.08333,15,22/5/1992,Europe & Central Asia,High income
Slovenia,svn,2007,7.245307031,27361,2012345,Slovenia,europe,europe_east,europe_central_asia,others,46.08333,15,22/5/1992,Europe & Central Asia,High income
Slovenia,svn,2008,7.599493029,28111,2018172,Slovenia,europe,europe_east,europe_central_asia,others,46.08333,15,22/5/1992,Europe & Central Asia,High income
Slovenia,svn,2009,7.499213589,25685,2024040,Slovenia,europe,europe_east,europe_central_asia,others,46.08333,15,22/5/1992,Europe & Central Asia,High income
Slovenia,svn,2010,7.335012594,25890,2029680,Slovenia,europe,europe_east,europe_central_asia,others,46.08333,15,22/5/1992,Europe & Central Asia,High income
Slovenia,svn,2011,7.053396524,26004,2035012,Slovenia,europe,europe_east,europe_central_asia,others,46.08333,15,22/5/1992,Europe & Central Asia,High income
Slovenia,svn,2012,6.92278481,25252,2040057,Slovenia,europe,europe_east,europe_central_asia,others,46.08333,15,22/5/1992,Europe & Central Asia,High income
Slovenia,svn,2013,6.541666667,24944,2044766,Slovenia,europe,europe_east,europe_central_asia,others,46.08333,15,22/5/1992,Europe & Central Asia,High income
South Africa,zaf,2000,3.602217602,9340,44760380,South Africa,africa,africa_sub_saharan,sub_saharan_africa,g77,-29,24,7/11/1945,Sub-Saharan Africa,Upper middle income
South Africa,zaf,2001,3.489859058,9475,45389577,South Africa,africa,africa_sub_saharan,sub_saharan_africa,g77,-29,24,7/11/1945,Sub-Saharan Africa,Upper middle income
South Africa,zaf,2002,3.55815554,9690,46015405,South Africa,africa,africa_sub_saharan,sub_saharan_africa,g77,-29,24,7/11/1945,Sub-Saharan Africa,Upper middle income
South Africa,zaf,2003,3.621713896,9834,46631364,South Africa,africa,africa_sub_saharan,sub_saharan_africa,g77,-29,24,7/11/1945,Sub-Saharan Africa,Upper middle income
South Africa,zaf,2004,3.82585034,10137,47226670,South Africa,africa,africa_sub_saharan,sub_saharan_africa,g77,-29,24,7/11/1945,Sub-Saharan Africa,Upper middle income
South Africa,zaf,2005,3.948509485,10524,47792787,South Africa,africa,africa_sub_saharan,sub_saharan_africa,g77,-29,24,7/11/1945,Sub-Saharan Africa,Upper middle income
South Africa,zaf,2006,4.183122651,10970,48330914,South Africa,africa,africa_sub_saharan,sub_saharan_africa,g77,-29,24,7/11/1945,Sub-Saharan Africa,Upper middle income
South Africa,zaf,2007,4.404109589,11409,48842462,South Africa,africa,africa_sub_saharan,sub_saharan_africa,g77,-29,24,7/11/1945,Sub-Saharan Africa,Upper middle income
South Africa,zaf,2008,4.544459644,11619,49319363,South Africa,africa,africa_sub_saharan,sub_saharan_africa,g77,-29,24,7/11/1945,Sub-Saharan Africa,Upper middle income
South Africa,zaf,2009,4.450953678,11293,49751503,South Africa,africa,africa_sub_saharan,sub_saharan_africa,g77,-29,24,7/11/1945,Sub-Saharan Africa,Upper middle income
South Africa,zaf,2010,4.512032086,11535,50132817,South Africa,africa,africa_sub_saharan,sub_saharan_africa,g77,-29,24,7/11/1945,Sub-Saharan Africa,Upper middle income
South Africa,zaf,2011,4.571618921,11838,50459978,South Africa,africa,africa_sub_saharan,sub_saharan_africa,g77,-29,24,7/11/1945,Sub-Saharan Africa,Upper middle income
South Africa,zaf,2012,4.727272727,11992,50738255,South Africa,africa,africa_sub_saharan,sub_saharan_africa,g77,-29,24,7/11/1945,Sub-Saharan Africa,Upper middle income
South Africa,zaf,2013,4.81535407,12171,50981076,South Africa,africa,africa_sub_saharan,sub_saharan_africa,g77,-29,24,7/11/1945,Sub-Saharan Africa,Upper middle income
South Korea,kor,2000,4.664511959,21420,45987624,South Korea,asia,east_asia_pacific,east_asia_pacific,oecd,36.5,127.75,17/9/1991,East Asia & Pacific,High income
South Korea,kor,2001,4.720545278,22218,46210554,South Korea,asia,east_asia_pacific,east_asia_pacific,oecd,36.5,127.75,17/9/1991,East Asia & Pacific,High income
South Korea,kor,2002,5.039922103,23731,46420867,South Korea,asia,east_asia_pacific,east_asia_pacific,oecd,36.5,127.75,17/9/1991,East Asia & Pacific,High income
South Korea,kor,2003,5.068322981,24301,46624837,South Korea,asia,east_asia_pacific,east_asia_pacific,oecd,36.5,127.75,17/9/1991,East Asia & Pacific,High income
South Korea,kor,2004,4.752743706,25391,46830699,South Korea,asia,east_asia_pacific,east_asia_pacific,oecd,36.5,127.75,17/9/1991,East Asia & Pacific,High income
South Korea,kor,2005,4.96969697,26331,47044126,South Korea,asia,east_asia_pacific,east_asia_pacific,oecd,36.5,127.75,17/9/1991,East Asia & Pacific,High income
South Korea,kor,2006,5.34789592,27550,47267733,South Korea,asia,east_asia_pacific,east_asia_pacific,oecd,36.5,127.75,17/9/1991,East Asia & Pacific,High income
South Korea,kor,2007,5.382605925,28908,47499360,South Korea,asia,east_asia_pacific,east_asia_pacific,oecd,36.5,127.75,17/9/1991,East Asia & Pacific,High income
South Korea,kor,2008,5.479761531,29501,47733951,South Korea,asia,east_asia_pacific,east_asia_pacific,oecd,36.5,127.75,17/9/1991,East Asia & Pacific,High income
South Korea,kor,2009,5.377458633,29557,47963923,South Korea,asia,east_asia_pacific,east_asia_pacific,oecd,36.5,127.75,17/9/1991,East Asia & Pacific,High income
South Korea,kor,2010,5.265467845,31321,48183584,South Korea,asia,east_asia_pacific,east_asia_pacific,oecd,36.5,127.75,17/9/1991,East Asia & Pacific,High income
South Korea,kor,2011,5.453786524,32225,48391343,South Korea,asia,east_asia_pacific,east_asia_pacific,oecd,36.5,127.75,17/9/1991,East Asia & Pacific,High income
South Korea,kor,2012,5.551879699,32791,48588326,South Korea,asia,east_asia_pacific,east_asia_pacific,oecd,36.5,127.75,17/9/1991,East Asia & Pacific,High income
South Korea,kor,2013,5.534493101,33588,48774767,South Korea,asia,east_asia_pacific,east_asia_pacific,oecd,36.5,127.75,17/9/1991,East Asia & Pacific,High income
Spain,esp,2000,8.541666667,29481,40288457,Spain,europe,europe_west,europe_central_asia,oecd,40,-4,14/12/1955,Europe & Central Asia,High income
Spain,esp,2001,8.741896759,30501,40767010,Spain,europe,europe_west,europe_central_asia,oecd,40,-4,14/12/1955,Europe & Central Asia,High income
Spain,esp,2002,8.949091992,30902,41364726,Spain,europe,europe_west,europe_central_asia,oecd,40,-4,14/12/1955,Europe & Central Asia,High income
Spain,esp,2003,9.015468608,31315,42039800,Spain,europe,europe_west,europe_central_asia,oecd,40,-4,14/12/1955,Europe & Central Asia,High income
Spain,esp,2004,8.755391251,31823,42732092,Spain,europe,europe_west,europe_central_asia,oecd,40,-4,14/12/1955,Europe & Central Asia,High income
Spain,esp,2005,8.670807453,32406,43395441,Spain,europe,europe_west,europe_central_asia,oecd,40,-4,14/12/1955,Europe & Central Asia,High income
Spain,esp,2006,8.825534552,33211,44017887,Spain,europe,europe_west,europe_central_asia,oecd,40,-4,14/12/1955,Europe & Central Asia,High income
Spain,esp,2007,8.966801117,33801,44604384,Spain,europe,europe_west,europe_central_asia,oecd,40,-4,14/12/1955,Europe & Central Asia,High income
Spain,esp,2008,8.490024938,33643,45146258,Spain,europe,europe_west,europe_central_asia,oecd,40,-4,14/12/1955,Europe & Central Asia,High income
Spain,esp,2009,8.468018721,32181,45638113,Spain,europe,europe_west,europe_central_asia,oecd,40,-4,14/12/1955,Europe & Central Asia,High income
Spain,esp,2010,8.471253534,32042,46076989,Spain,europe,europe_west,europe_central_asia,oecd,40,-4,14/12/1955,Europe & Central Asia,High income
Spain,esp,2011,8.310776942,31600,46454895,Spain,europe,europe_west,europe_central_asia,oecd,40,-4,14/12/1955,Europe & Central Asia,High income
Spain,esp,2012,8.200441223,30699,46771596,Spain,europe,europe_west,europe_central_asia,oecd,40,-4,14/12/1955,Europe & Central Asia,High income
Spain,esp,2013,8.210459987,30280,47042602,Spain,europe,europe_west,europe_central_asia,oecd,40,-4,14/12/1955,Europe & Central Asia,High income
Sri Lanka,lka,2000,2.387904968,5564,18745084,Sri Lanka,asia,asia_west,south_asia,g77,7.75,80.75,14/12/1955,South Asia,Lower middle income
Sri Lanka,lka,2001,2.239388795,5378,18921794,Sri Lanka,asia,asia_west,south_asia,g77,7.75,80.75,14/12/1955,South Asia,Lower middle income
Sri Lanka,lka,2002,2.328614329,5498,19134096,Sri Lanka,asia,asia_west,south_asia,g77,7.75,80.75,14/12/1955,South Asia,Lower middle income
Sri Lanka,lka,2003,2.46695279,5756,19369853,Sri Lanka,asia,asia_west,south_asia,g77,7.75,80.75,14/12/1955,South Asia,Lower middle income
Sri Lanka,lka,2004,2.3560477,6003,19610604,Sri Lanka,asia,asia_west,south_asia,g77,7.75,80.75,14/12/1955,South Asia,Lower middle income
Sri Lanka,lka,2005,2.010212766,6321,19842536,Sri Lanka,asia,asia_west,south_asia,g77,7.75,80.75,14/12/1955,South Asia,Lower middle income
Sri Lanka,lka,2006,2.259259259,6753,20062070,Sri Lanka,asia,asia_west,south_asia,g77,7.75,80.75,14/12/1955,South Asia,Lower middle income
Sri Lanka,lka,2007,2.356693244,7156,20272269,Sri Lanka,asia,asia_west,south_asia,g77,7.75,80.75,14/12/1955,South Asia,Lower middle income
Sri Lanka,lka,2008,2.251330332,7522,20473799,Sri Lanka,asia,asia_west,south_asia,g77,7.75,80.75,14/12/1955,South Asia,Lower middle income
Sri Lanka,lka,2009,2.282679739,7728,20669142,Sri Lanka,asia,asia_west,south_asia,g77,7.75,80.75,14/12/1955,South Asia,Lower middle income
Sri Lanka,lka,2010,2.487626775,8283,20859949,Sri Lanka,asia,asia_west,south_asia,g77,7.75,80.75,14/12/1955,South Asia,Lower middle income
Sri Lanka,lka,2011,2.622240064,8918,21045394,Sri Lanka,asia,asia_west,south_asia,g77,7.75,80.75,14/12/1955,South Asia,Lower middle income
Sri Lanka,lka,2012,2.589171975,9678,21223550,Sri Lanka,asia,asia_west,south_asia,g77,7.75,80.75,14/12/1955,South Asia,Lower middle income
Sri Lanka,lka,2013,2.569515557,9928,21393876,Sri Lanka,asia,asia_west,south_asia,g77,7.75,80.75,14/12/1955,South Asia,Lower middle income
Sudan,sdn,2012,5.096914385,3231,35335982,Sudan,africa,africa_sub_saharan,sub_saharan_africa,g77,16,30,12/11/1956,Sub-Saharan Africa,Lower middle income
Sudan,sdn,2013,5,3451,35940905,Sudan,africa,africa_sub_saharan,sub_saharan_africa,g77,16,30,12/11/1956,Sub-Saharan Africa,Lower middle income
Swaziland,swz,2000,3.629094003,6107,1063832,Swaziland,africa,africa_sub_saharan,sub_saharan_africa,g77,-26.5,31.5,24/9/1968,Sub-Saharan Africa,Lower middle income
Swaziland,swz,2001,3.230769231,6087,1075083,Swaziland,africa,africa_sub_saharan,sub_saharan_africa,g77,-26.5,31.5,24/9/1968,Sub-Saharan Africa,Lower middle income
Swaziland,swz,2002,3.78559464,6157,1082777,Swaziland,africa,africa_sub_saharan,sub_saharan_africa,g77,-26.5,31.5,24/9/1968,Sub-Saharan Africa,Lower middle income
Swaziland,swz,2003,3.798029557,6317,1088724,Swaziland,africa,africa_sub_saharan,sub_saharan_africa,g77,-26.5,31.5,24/9/1968,Sub-Saharan Africa,Lower middle income
Swaziland,swz,2004,4.853786958,6401,1095487,Swaziland,africa,africa_sub_saharan,sub_saharan_africa,g77,-26.5,31.5,24/9/1968,Sub-Saharan Africa,Lower middle income
Swaziland,swz,2005,4.246205734,6620,1104909,Swaziland,africa,africa_sub_saharan,sub_saharan_africa,g77,-26.5,31.5,24/9/1968,Sub-Saharan Africa,Lower middle income
Swaziland,swz,2006,3.428817204,6843,1117604,Swaziland,africa,africa_sub_saharan,sub_saharan_africa,g77,-26.5,31.5,24/9/1968,Sub-Saharan Africa,Lower middle income
Swaziland,swz,2007,3.056277056,7010,1133007,Swaziland,africa,africa_sub_saharan,sub_saharan_africa,g77,-26.5,31.5,24/9/1968,Sub-Saharan Africa,Lower middle income
Swaziland,swz,2008,2.7275144,7214,1150344,Swaziland,africa,africa_sub_saharan,sub_saharan_africa,g77,-26.5,31.5,24/9/1968,Sub-Saharan Africa,Lower middle income
Swaziland,swz,2009,2.765673633,7299,1168345,Swaziland,africa,africa_sub_saharan,sub_saharan_africa,g77,-26.5,31.5,24/9/1968,Sub-Saharan Africa,Lower middle income
Swaziland,swz,2010,2.761821366,7339,1186056,Swaziland,africa,africa_sub_saharan,sub_saharan_africa,g77,-26.5,31.5,24/9/1968,Sub-Saharan Africa,Lower middle income
Swaziland,swz,2011,2.61760841,7389,1203330,Swaziland,africa,africa_sub_saharan,sub_saharan_africa,g77,-26.5,31.5,24/9/1968,Sub-Saharan Africa,Lower middle income
Swaziland,swz,2012,2.60968164,7552,1220408,Swaziland,africa,africa_sub_saharan,sub_saharan_africa,g77,-26.5,31.5,24/9/1968,Sub-Saharan Africa,Lower middle income
Swaziland,swz,2013,3.019321597,7805,1237166,Swaziland,africa,africa_sub_saharan,sub_saharan_africa,g77,-26.5,31.5,24/9/1968,Sub-Saharan Africa,Lower middle income
Sweden,swe,2000,8.739593417,35261,8860153,Sweden,europe,europe_west,europe_central_asia,oecd,62,15,19/11/1946,Europe & Central Asia,High income
Sweden,swe,2001,8.85787452,35640,8877022,Sweden,europe,europe_west,europe_central_asia,oecd,62,15,19/11/1946,Europe & Central Asia,High income
Sweden,swe,2002,9.285668688,36467,8901831,Sweden,europe,europe_west,europe_central_asia,oecd,62,15,19/11/1946,Europe & Central Asia,High income
Sweden,swe,2003,9.386683739,37252,8935392,Sweden,europe,europe_west,europe_central_asia,oecd,62,15,19/11/1946,Europe & Central Asia,High income
Sweden,swe,2004,9.213854465,38760,8977965,Sweden,europe,europe_west,europe_central_asia,oecd,62,15,19/11/1946,Europe & Central Asia,High income
Sweden,swe,2005,9.281229981,39917,9029345,Sweden,europe,europe_west,europe_central_asia,oecd,62,15,19/11/1946,Europe & Central Asia,High income
Sweden,swe,2006,9.349725008,41564,9090707,Sweden,europe,europe_west,europe_central_asia,oecd,62,15,19/11/1946,Europe & Central Asia,High income
Sweden,swe,2007,9.215927485,42872,9161374,Sweden,europe,europe_west,europe_central_asia,oecd,62,15,19/11/1946,Europe & Central Asia,High income
Sweden,swe,2008,9.248081841,42542,9236872,Sweden,europe,europe_west,europe_central_asia,oecd,62,15,19/11/1946,Europe & Central Asia,High income
Sweden,swe,2009,9.073576456,40339,9311110,Sweden,europe,europe_west,europe_central_asia,oecd,62,15,19/11/1946,Europe & Central Asia,High income
Sweden,swe,2010,9.049825452,42753,9379687,Sweden,europe,europe_west,europe_central_asia,oecd,62,15,19/11/1946,Europe & Central Asia,High income
Sweden,swe,2011,8.966740576,42079,9440747,Sweden,europe,europe_west,europe_central_asia,oecd,62,15,19/11/1946,Europe & Central Asia,High income
Sweden,swe,2012,8.749526814,41650,9495392,Sweden,europe,europe_west,europe_central_asia,oecd,62,15,19/11/1946,Europe & Central Asia,High income
Sweden,swe,2013,8.912236552,41811,9545823,Sweden,europe,europe_west,europe_central_asia,oecd,62,15,19/11/1946,Europe & Central Asia,High income
Switzerland,che,2000,6.776744186,52804,7167908,Switzerland,europe,europe_west,europe_central_asia,oecd,47.00016,8.01427,10/9/2002,Europe & Central Asia,High income
Switzerland,che,2001,7.078106509,53230,7207987,Switzerland,europe,europe_west,europe_central_asia,oecd,47.00016,8.01427,10/9/2002,Europe & Central Asia,High income
Switzerland,che,2002,6.854481956,52904,7254975,Switzerland,europe,europe_west,europe_central_asia,oecd,47.00016,8.01427,10/9/2002,Europe & Central Asia,High income
Switzerland,che,2003,6.858974359,52539,7307078,Switzerland,europe,europe_west,europe_central_asia,oecd,47.00016,8.01427,10/9/2002,Europe & Central Asia,High income
Switzerland,che,2004,6.855803048,53663,7361231,Switzerland,europe,europe_west,europe_central_asia,oecd,47.00016,8.01427,10/9/2002,Europe & Central Asia,High income
Switzerland,che,2005,6.890726521,54940,7415007,Switzerland,europe,europe_west,europe_central_asia,oecd,47.00016,8.01427,10/9/2002,Europe & Central Asia,High income
Switzerland,che,2006,6.834498834,56787,7468350,Switzerland,europe,europe_west,europe_central_asia,oecd,47.00016,8.01427,10/9/2002,Europe & Central Asia,High income
Switzerland,che,2007,6.982497083,58612,7521613,Switzerland,europe,europe_west,europe_central_asia,oecd,47.00016,8.01427,10/9/2002,Europe & Central Asia,High income
Switzerland,che,2008,6.952685051,59190,7573204,Switzerland,europe,europe_west,europe_central_asia,oecd,47.00016,8.01427,10/9/2002,Europe & Central Asia,High income
Switzerland,che,2009,6.919480519,57210,7621211,Switzerland,europe,europe_west,europe_central_asia,oecd,47.00016,8.01427,10/9/2002,Europe & Central Asia,High income
Switzerland,che,2010,7.049883991,58267,7664318,Switzerland,europe,europe_west,europe_central_asia,oecd,47.00016,8.01427,10/9/2002,Europe & Central Asia,High income
Switzerland,che,2011,6.895445431,58686,7701690,Switzerland,europe,europe_west,europe_central_asia,oecd,47.00016,8.01427,10/9/2002,Europe & Central Asia,High income
Switzerland,che,2012,6.968657599,58674,7733709,Switzerland,europe,europe_west,europe_central_asia,oecd,47.00016,8.01427,10/9/2002,Europe & Central Asia,High income
Switzerland,che,2013,7.050427602,59036,7761820,Switzerland,europe,europe_west,europe_central_asia,oecd,47.00016,8.01427,10/9/2002,Europe & Central Asia,High income
Taiwan,twn,2000,5.808271882,25761,22183000,Taiwan,asia,east_asia_pacific,east_asia_pacific,others,24,121,NA,East Asia & Pacific,High income
Taiwan,twn,2001,5.813351046,25290,22336000,Taiwan,asia,east_asia_pacific,east_asia_pacific,others,24,121,NA,East Asia & Pacific,High income
Taiwan,twn,2002,5.894736842,26563,22451000,Taiwan,asia,east_asia_pacific,east_asia_pacific,others,24,121,NA,East Asia & Pacific,High income
Taiwan,twn,2003,5.90036777,27555,22543000,Taiwan,asia,east_asia_pacific,east_asia_pacific,others,24,121,NA,East Asia & Pacific,High income
Taiwan,twn,2004,5.694574682,29239,22622000,Taiwan,asia,east_asia_pacific,east_asia_pacific,others,24,121,NA,East Asia & Pacific,High income
Taiwan,twn,2005,5.589279732,30713,22701000,Taiwan,asia,east_asia_pacific,east_asia_pacific,others,24,121,NA,East Asia & Pacific,High income
Taiwan,twn,2006,5.777476255,32289,22782000,Taiwan,asia,east_asia_pacific,east_asia_pacific,others,24,121,NA,East Asia & Pacific,High income
Taiwan,twn,2007,6.163292848,34271,22859000,Taiwan,asia,east_asia_pacific,east_asia_pacific,others,24,121,NA,East Asia & Pacific,High income
Taiwan,twn,2008,6.346666667,34394,22921000,Taiwan,asia,east_asia_pacific,east_asia_pacific,others,24,121,NA,East Asia & Pacific,High income
Taiwan,twn,2009,5.881552076,33734,22974000,Taiwan,asia,east_asia_pacific,east_asia_pacific,others,24,121,NA,East Asia & Pacific,High income
Taiwan,twn,2010,5.574611749,37253,23025000,Taiwan,asia,east_asia_pacific,east_asia_pacific,others,24,121,NA,East Asia & Pacific,High income
Taiwan,twn,2011,5.880920162,38565,23072000,Taiwan,asia,east_asia_pacific,east_asia_pacific,others,24,121,NA,East Asia & Pacific,High income
Taiwan,twn,2012,5.836886633,39207,23114000,Taiwan,asia,east_asia_pacific,east_asia_pacific,others,24,121,NA,East Asia & Pacific,High income
Taiwan,twn,2013,5.804471138,39971,23151000,Taiwan,asia,east_asia_pacific,east_asia_pacific,others,24,121,NA,East Asia & Pacific,High income
Tajikistan,tjk,2000,1.776416539,1661,6172807,Tajikistan,asia,asia_west,europe_central_asia,others,39,71,2/3/1992,Europe & Central Asia,Lower middle income
